index,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
26165376,27:17.0,8,2012-12-12 09:27:17 UTC,-73.9701,40.75893,-73.961,40.77084,1
33974758,53:00.0,13.7,2012-03-08 09:53:00 UTC,-74.0021,40.75092,-73.9567,40.78851,2
48030313,20:02.0,10.5,2015-04-07 20:20:02 UTC,-73.9874,40.73285,-73.9719,40.74717,2
25386278,45:00.0,10.5,2009-07-23 18:45:00 UTC,-73.9694,40.75745,-73.9926,40.73739,1
43519750,13:28.0,12,2014-09-18 11:13:28 UTC,-73.9596,40.76283,-73.9756,40.7606,1
2787996,41:42.0,5,2014-09-13 01:41:42 UTC,-73.9883,40.72405,-73.981,40.73623,1
43063665,50:36.0,7.3,2010-07-31 09:50:36 UTC,-73.9823,40.76893,-73.9936,40.747,1
49584701,15:00.0,17,2014-06-18 00:15:00 UTC,-73.9848,40.73715,-73.9446,40.70041,2
11096617,13:00.0,7,2013-09-10 22:13:00 UTC,-74.0029,40.73329,-74.0095,40.7155,1
33511324,34:00.0,7.3,2011-02-14 20:34:00 UTC,-73.962,40.81036,-73.9766,40.78661,2
41620024,06:21.0,7.7,2010-02-14 14:06:21 UTC,-73.9834,40.76133,-73.973,40.78032,1
38396210,13:00.0,24,2013-06-24 17:13:00 UTC,-73.99,40.76197,-73.9908,40.70026,1
34757257,58:37.0,4.9,2012-05-14 06:58:37 UTC,-73.986,40.76803,-73.9767,40.76072,1
9837030,19:00.0,13,2012-11-04 20:19:00 UTC,-73.9938,40.76223,-73.9884,40.72741,1
29799869,39:22.0,5.5,2014-02-02 10:39:22 UTC,-73.9821,40.77275,-73.9774,40.78434,1
7242916,22:53.0,5.7,2011-03-11 15:22:53 UTC,-73.9805,40.7856,-73.9686,40.79989,3
27248527,28:56.0,9.3,2012-08-21 08:28:56 UTC,-73.9831,40.73503,-74.0085,40.72009,1
49331309,44:02.0,6.5,2009-05-15 19:44:02 UTC,-73.995,40.73999,-73.9784,40.76229,2
54974521,45:09.0,5,2015-04-15 07:45:09 UTC,-73.9912,40.74974,-73.9863,40.74416,1
48088792,54:00.0,17,2013-09-13 00:54:00 UTC,-73.9529,40.79181,-74.0033,40.73277,1
20618821,28:00.0,5.5,2013-01-11 07:28:00 UTC,-73.9454,40.77833,-73.9551,40.77777,1
39045600,48:00.0,4.9,2010-03-09 22:48:00 UTC,-73.9826,40.77152,-73.9891,40.77437,2
20850316,10:43.0,23,2013-10-25 17:10:43 UTC,-73.962,40.81066,-73.9692,40.75679,1
8758303,57:37.0,7.5,2014-11-03 12:57:37 UTC,-73.9804,40.72055,-73.9846,40.72969,1
5347854,27:20.0,4.9,2012-03-20 18:27:20 UTC,-73.9861,40.74594,-73.9917,40.73534,1
10127907,56:02.0,9.5,2015-02-24 11:56:02 UTC,-73.9889,40.69222,-74.0047,40.71613,1
11437730,49:00.0,14,2014-11-02 14:49:00 UTC,-73.993,40.74267,-73.9725,40.76482,1
52912994,42:06.0,16.9,2012-02-19 19:42:06 UTC,-74.0005,40.74249,-73.9234,40.7611,1
17960153,13:10.0,6.1,2009-03-26 12:13:10 UTC,-73.984,40.78049,-73.9679,40.79736,1
20902435,53:00.0,7.5,2013-05-16 07:53:00 UTC,-73.991,40.7508,-74.0059,40.73016,1
5766737,37:13.0,12.5,2014-09-03 10:37:13 UTC,-73.9625,40.77,-73.9879,40.74113,1
3540576,07:39.0,4,2015-06-02 07:07:39 UTC,-73.9625,40.76739,-73.9533,40.76466,2
12199998,04:00.0,6.5,2009-04-05 10:04:00 UTC,-73.9847,40.75911,-73.9947,40.74052,2
41979324,51:49.0,19.5,2014-03-05 20:51:49 UTC,-73.9924,40.72439,-73.9703,40.78387,1
3467825,33:00.0,7.3,2010-01-01 20:33:00 UTC,-73.9882,40.72483,-74.0065,40.73859,1
10544721,53:00.0,9,2013-03-27 19:53:00 UTC,-74.0033,40.72696,-74.0045,40.74727,5
9231771,53:24.0,9.3,2009-06-05 17:53:24 UTC,-73.9938,40.75174,-73.981,40.76762,1
24673379,29:24.0,3.5,2014-12-08 17:29:24 UTC,-73.9538,40.77517,-73.9564,40.77159,1
2877817,13:00.0,11.7,2009-03-03 09:13:00 UTC,-73.9887,40.76403,-74.0104,40.72029,1
28990968,15:47.0,7.3,2011-09-12 12:15:47 UTC,-74.0008,40.72584,-74.0062,40.74381,2
39686140,19:00.0,5.5,2013-11-27 08:19:00 UTC,-74.016,40.71546,-74.0113,40.72159,5
8928994,15:10.0,15,2014-03-10 23:15:10 UTC,-74.0062,40.71446,-73.9904,40.66524,1
11060880,30:12.0,6.5,2014-03-20 23:30:12 UTC,-74.0041,40.74209,-73.9853,40.73579,1
29569353,30:14.0,9.3,2009-08-14 17:30:14 UTC,-73.987,40.77616,-73.9946,40.75044,1
20159924,57:56.0,15,2012-12-31 23:57:56 UTC,-73.9769,40.76437,-73.9114,40.74718,1
15291924,25:36.0,6.5,2012-04-05 13:25:36 UTC,-73.9708,40.79827,-73.956,40.78795,1
1443240,17:00.0,5,2013-05-21 00:17:00 UTC,-73.973,40.75204,-73.9772,40.74539,5
3286192,19:00.0,13.5,2013-06-18 16:19:00 UTC,-73.9733,40.75087,-73.9911,40.74707,1
29215955,56:23.0,6.5,2009-08-25 09:56:23 UTC,-73.983,40.74461,-73.9754,40.7616,1
2237508,28:00.0,5.7,2009-02-11 17:28:00 UTC,-73.9706,40.76305,-73.958,40.77692,1
26204531,15:30.0,34.25,2009-03-03 10:15:30 UTC,-73.8627,40.76999,-73.9866,40.74296,2
47458009,01:00.0,4.5,2013-07-24 19:01:00 UTC,-73.985,40.67083,-73.9846,40.66414,1
54160506,31:18.0,7.7,2011-08-25 11:31:18 UTC,-73.9754,40.77734,-73.9534,40.78841,1
22320863,05:51.0,39.33,2013-12-09 05:05:51 UTC,-73.9833,40.76596,-73.8657,40.77085,2
44680507,47:00.0,5.7,2011-08-25 12:47:00 UTC,-73.9715,40.75499,-73.9807,40.7462,1
14408917,55:00.0,7.7,2009-01-31 06:55:00 UTC,-73.9811,40.74072,-73.9792,40.76502,1
54178843,37:55.0,10,2012-12-18 20:37:55 UTC,-73.9868,40.76133,-73.9612,40.76022,1
11037044,21:00.0,6.9,2009-04-03 22:21:00 UTC,-73.9921,40.72916,-73.9798,40.74491,1
32969072,25:00.0,45,2011-10-23 17:25:00 UTC,-73.9593,40.75935,-73.7899,40.64694,1
32606078,09:00.0,17.7,2010-03-10 02:09:00 UTC,0,0,0,0,1
52641438,21:00.0,7.3,2009-06-02 07:21:00 UTC,-73.9908,40.7509,-73.9748,40.74192,5
54945201,29:03.0,4.5,2014-01-25 17:29:03 UTC,-73.9566,40.7676,-73.9654,40.76969,2
27090555,32:00.0,18.5,2012-09-15 03:32:00 UTC,-73.9712,40.76246,-74.0055,40.70908,1
14659149,40:00.0,8.9,2012-03-30 17:40:00 UTC,-73.989,40.74818,-74.0015,40.72491,2
30092913,42:00.0,4.9,2009-10-22 01:42:00 UTC,-74.0044,40.7511,-74.0046,40.75214,2
39648057,38:13.0,19.3,2011-05-20 00:38:13 UTC,-73.9952,40.75052,-73.9714,40.68096,1
51344425,58:00.0,6.5,2014-08-04 17:58:00 UTC,-73.9874,40.73307,-74.0022,40.74063,1
14798810,17:00.0,6.5,2015-04-08 10:17:00 UTC,-73.9851,40.73245,-73.9961,40.73834,2
39711318,42:12.0,10.5,2012-12-12 07:42:12 UTC,-73.9828,40.77059,-73.9803,40.7548,1
39067507,01:02.0,16,2013-08-31 21:01:02 UTC,-73.9628,40.71199,-73.9838,40.67929,1
52452993,37:00.0,13.3,2009-04-18 04:37:00 UTC,-73.9928,40.75343,-73.9537,40.79969,1
17951491,28:00.0,15.5,2014-03-24 12:28:00 UTC,-73.9736,40.75793,-73.9978,40.72434,1
42101324,00:32.0,11.7,2011-09-11 05:00:32 UTC,-73.9965,40.71546,-73.962,40.6753,4
20532197,21:00.0,11.7,2010-09-01 17:21:00 UTC,-73.8628,40.76885,-73.9106,40.78195,2
13560766,21:03.0,6.1,2011-11-27 16:21:03 UTC,-73.9668,40.75733,-73.9829,40.73918,1
12200280,21:00.0,15,2013-01-27 19:21:00 UTC,-73.9777,40.78684,-74.0084,40.73642,1
2137942,03:08.0,10.1,2011-08-05 07:03:08 UTC,-74.0139,40.7078,-73.9923,40.7493,0
24900646,52:00.0,12.5,2014-10-04 22:52:00 UTC,-73.9969,40.72064,-73.9881,40.74819,1
20431254,59:22.0,3.5,2014-03-06 06:59:22 UTC,-73.9725,40.75344,-73.9683,40.76075,1
8806876,12:00.0,6.1,2011-02-19 11:12:00 UTC,-73.9879,40.73857,-73.9998,40.72195,1
39947986,56:33.0,4.5,2013-02-03 11:56:33 UTC,-73.9651,40.79117,-73.9709,40.79576,1
45351233,41:00.0,12.5,2013-09-04 09:41:00 UTC,-74.0016,40.74664,-73.9833,40.77594,1
11194032,39:00.0,35.7,2010-02-28 13:39:00 UTC,-73.7869,40.6401,-73.9262,40.75292,2
1695711,45:00.0,8.5,2012-04-14 19:45:00 UTC,-73.9749,40.76326,-73.9898,40.752,5
25415449,12:00.0,8.5,2011-08-08 17:12:00 UTC,-73.9481,40.71932,-73.9814,40.72558,1
11976813,21:00.0,4,2014-04-18 23:21:00 UTC,-73.9793,40.7769,-73.9862,40.78058,1
25717742,17:12.0,3.3,2012-02-16 02:17:12 UTC,-73.9961,40.72523,-73.9947,40.71962,1
6692959,23:10.0,15.7,2011-10-27 17:23:10 UTC,-73.9777,40.75151,-74.0107,40.7092,1
16264258,55:08.0,8.9,2009-04-22 11:55:08 UTC,-73.9625,40.77324,-73.9821,40.77907,1
25741482,15:07.0,15.5,2015-03-05 19:15:07 UTC,0,0,-73.9798,40.78603,1
22925353,09:02.0,4.5,2011-12-27 13:09:02 UTC,-73.959,40.75977,-73.9686,40.75748,1
45787655,35:00.0,29.3,2013-02-03 20:35:00 UTC,-73.9396,40.84133,-73.9125,40.76911,1
18608013,53:00.0,5.7,2009-12-30 22:53:00 UTC,-73.9852,40.72371,-73.9915,40.73518,2
8781938,45:00.0,10.5,2013-01-04 19:45:00 UTC,-73.9717,40.76271,-73.9952,40.75998,1
7095577,32:54.0,10,2015-05-05 14:32:54 UTC,-73.9894,40.73759,-73.9726,40.75937,1
12405795,30:36.0,9.3,2010-07-01 08:30:36 UTC,-73.9941,40.75115,-73.982,40.75814,4
54532559,52:22.0,7.3,2009-09-01 08:52:22 UTC,-73.9816,40.76314,-74.0003,40.75913,3
39208766,55:00.0,8,2014-10-06 22:55:00 UTC,-74.015,40.71461,-74.0079,40.70556,1
31566418,20:00.0,10.5,2014-07-06 17:20:00 UTC,-73.9735,40.75744,-73.9974,40.72458,2
45519517,16:26.0,10.9,2010-07-03 16:16:26 UTC,-74.0072,40.71327,-73.9869,40.72526,1
48597720,43:00.0,4,2013-05-01 05:43:00 UTC,-73.9898,40.75674,-73.9832,40.76109,1
32919753,21:00.0,5.3,2010-12-05 12:21:00 UTC,-73.9687,40.78619,-73.9806,40.77411,1
26530865,22:01.0,11,2013-03-28 20:22:01 UTC,-73.9904,40.75611,-73.9888,40.73948,3
30820574,25:47.0,8.5,2012-08-10 19:25:47 UTC,-73.9668,40.80431,-73.9822,40.77582,1
11876316,25:00.0,10.1,2009-08-24 17:25:00 UTC,-73.9287,40.75348,-73.9287,40.75348,1
3048693,22:09.0,7.7,2011-04-14 14:22:09 UTC,-74.0056,40.74577,-73.9769,40.73679,2
38114244,00:57.0,5,2009-01-27 00:00:57 UTC,-73.9779,40.72606,-73.9799,40.727,1
51877834,49:00.0,6.9,2009-10-27 08:49:00 UTC,-73.9554,40.76489,-73.9578,40.7672,1
44048390,16:00.0,8.5,2011-07-20 08:16:00 UTC,-73.9858,40.76774,-73.9738,40.75397,1
39827484,06:00.0,49.8,2011-04-25 07:06:00 UTC,-73.7897,40.64814,-73.9852,40.74433,1
43023629,39:00.0,6.9,2011-05-27 04:39:00 UTC,-73.9696,40.79034,-73.9912,40.76064,2
51312620,06:00.0,10,2013-12-08 19:06:00 UTC,-73.9753,40.76217,-73.9784,40.75012,2
7922921,43:00.0,8.1,2011-12-08 17:43:00 UTC,-73.9786,40.75381,-73.9639,40.77102,1
44033644,20:16.0,7.7,2011-10-21 20:20:16 UTC,-73.9917,40.685,-73.9685,40.67401,2
31579707,08:49.0,6.5,2009-03-15 11:08:49 UTC,-73.9742,40.74719,-73.9921,40.73802,2
44430762,38:00.0,13.5,2014-06-14 12:38:00 UTC,-73.9936,40.7525,-73.9815,40.7558,1
21072493,29:00.0,8.5,2012-01-19 15:29:00 UTC,-74.0016,40.74653,-73.9775,40.76431,1
13898475,28:00.0,6.9,2009-06-30 15:28:00 UTC,-73.962,40.77348,-73.9674,40.78793,1
53398243,23:08.0,43,2015-05-25 16:23:08 UTC,-73.8708,40.77368,-73.9748,40.63472,1
13290897,53:00.0,6.5,2012-01-31 08:53:00 UTC,-73.9814,40.74122,-73.9701,40.75659,1
11697807,47:05.0,15.7,2009-08-23 01:47:05 UTC,-73.9964,40.74855,-74.0102,40.71964,2
46495417,34:51.0,6.9,2012-07-17 11:34:51 UTC,-73.9796,40.73533,-73.9656,40.75476,1
41727952,45:18.0,13.5,2015-02-12 22:45:18 UTC,-73.99,40.73451,-73.9625,40.77288,1
43586200,37:00.0,7,2013-10-26 14:37:00 UTC,-73.9621,40.77628,-73.9792,40.78359,5
27490018,43:00.0,4.9,2009-10-03 06:43:00 UTC,-73.9774,40.76031,-73.9591,40.7594,1
39715309,20:00.0,3,2014-08-12 17:20:00 UTC,-73.9883,40.73773,-73.9866,40.73995,5
44912182,21:00.0,2.9,2009-03-01 13:21:00 UTC,-73.9222,40.81888,-73.9235,40.81635,1
36082337,12:00.0,13,2013-07-12 04:12:00 UTC,-73.9496,40.77688,-73.9535,40.80687,5
45422773,53:56.0,6.1,2012-07-07 12:53:56 UTC,-73.9364,40.76023,-73.9163,40.76453,1
12064815,26:00.0,12.1,2010-01-28 15:26:00 UTC,-73.9461,40.78116,-73.9658,40.80514,2
47764620,40:00.0,13.7,2011-11-09 18:40:00 UTC,-73.9734,40.78471,-73.9879,40.75162,1
10139009,32:25.0,13.7,2010-01-19 18:32:25 UTC,-73.9902,40.74179,-74.0095,40.70492,1
27995739,39:00.0,12.5,2010-07-01 18:39:00 UTC,0,0,0,0,2
41017257,50:00.0,4.5,2012-03-28 14:50:00 UTC,-73.9896,40.75877,-73.9693,40.76603,6
49395705,49:00.0,7.7,2011-11-03 09:49:00 UTC,-73.9674,40.76057,-73.9761,40.77611,2
6846668,11:00.0,22,2013-02-01 23:11:00 UTC,-73.9785,40.73671,-73.9349,40.81044,6
42821000,07:00.0,7.3,2009-05-05 10:07:00 UTC,-73.973,40.76212,-73.9525,40.76641,2
36253357,37:00.0,4.1,2009-09-12 17:37:00 UTC,-73.9801,40.76517,-73.9824,40.77016,5
46158430,25:18.0,5.3,2012-02-02 09:25:18 UTC,-73.9618,40.75572,-73.9762,40.76083,2
16364782,21:00.0,6.5,2009-07-09 17:21:00 UTC,-74.0043,40.74743,-73.9863,40.76239,1
7212558,36:00.0,6.5,2014-07-17 14:36:00 UTC,-73.9915,40.72973,-74.0069,40.72943,1
30018399,50:17.0,19,2014-05-16 01:50:17 UTC,-73.9737,40.75921,-73.9515,40.8228,1
5672660,29:52.0,10,2014-09-27 06:29:52 UTC,-73.9518,40.78159,-73.9813,40.76369,1
50734086,34:53.0,8,2015-05-06 08:34:53 UTC,-74.003,40.74802,-74.0069,40.7252,1
40938363,12:49.0,57.33,2014-06-27 14:12:49 UTC,-73.7767,40.64552,-73.9946,40.71901,1
48396395,32:29.0,6.1,2012-06-25 06:32:29 UTC,-73.9811,40.74707,-73.9922,40.73056,1
44685604,29:00.0,6.9,2010-07-14 18:29:00 UTC,-73.9748,40.75046,-73.9822,40.73605,2
26007231,50:00.0,10.9,2009-07-21 20:50:00 UTC,-73.9793,40.75079,-74.0109,40.71442,1
27239694,47:00.0,6.1,2011-01-18 11:47:00 UTC,-74.0147,40.71425,-74.0127,40.70823,2
30853501,19:08.0,3.7,2009-06-19 01:19:08 UTC,-73.98,40.74563,-73.9737,40.74895,1
28054945,57:31.0,13,2015-06-23 09:57:31 UTC,-73.9788,40.76678,-73.9862,40.74587,5
34817263,19:37.0,8.5,2010-02-08 12:19:37 UTC,-73.9923,40.73062,-73.9727,40.75822,1
33373870,17:13.0,13.7,2012-08-09 12:17:13 UTC,-73.9849,40.76931,-73.9896,40.73093,1
26412384,07:00.0,8.5,2011-01-16 03:07:00 UTC,-74.0058,40.74046,-73.9804,40.74925,5
40903490,38:24.0,7.5,2015-02-12 09:38:24 UTC,-73.9951,40.7601,-73.9863,40.77214,1
40954688,02:12.0,8.5,2015-05-13 22:02:12 UTC,0,0,0,0,1
12111695,56:00.0,4.9,2010-11-09 06:56:00 UTC,-73.9767,40.75182,-73.9907,40.75092,1
10755511,12:53.0,9.7,2012-05-29 05:12:53 UTC,-74.0084,40.72083,-73.9776,40.75193,1
32244607,06:10.0,12.5,2014-10-09 01:06:10 UTC,-73.9868,40.74775,-73.9914,40.71587,2
9333664,15:00.0,5,2013-05-20 15:15:00 UTC,-73.9771,40.74543,-73.9747,40.75042,6
225698,01:31.0,7.3,2010-06-10 10:01:31 UTC,-73.9749,40.75166,-73.9818,40.73716,1
9734890,44:25.0,37.5,2013-08-14 02:44:25 UTC,-73.9796,40.75737,-73.8631,40.90139,1
29635922,47:00.0,7.7,2009-09-01 10:47:00 UTC,-73.9793,40.74221,-73.9939,40.75152,1
24245545,58:02.0,8.5,2014-12-21 01:58:02 UTC,-73.9964,40.73235,-73.9774,40.74683,2
21975856,03:00.0,5.7,2009-04-07 10:03:00 UTC,-73.9559,40.76737,-73.9676,40.76307,1
20794254,58:00.0,16,2012-11-03 21:58:00 UTC,-73.9811,40.77418,-73.9852,40.72917,1
16292100,40:00.0,37.47,2010-03-12 09:40:00 UTC,-73.8627,40.76898,-73.9861,40.75417,1
8812331,18:00.0,11.7,2009-05-13 19:18:00 UTC,-73.9475,40.77117,-73.9899,40.73697,1
8514361,17:55.0,10.1,2010-03-12 15:17:55 UTC,-73.9826,40.75101,-73.999,40.72287,1
18687720,05:00.0,7.3,2010-01-06 07:05:00 UTC,-74.0036,40.72643,-73.9818,40.75715,5
52657134,10:17.0,49.57,2010-07-04 17:10:17 UTC,-73.787,40.64108,-73.7865,40.64184,1
34811034,32:58.0,4.5,2012-08-05 05:32:58 UTC,-74.0025,40.71987,-73.9941,40.72104,1
44719054,05:15.0,4,2013-01-09 23:05:15 UTC,-73.9832,40.73569,-73.9869,40.73943,1
33779698,22:00.0,19,2014-03-22 12:22:00 UTC,-73.9826,40.77234,-73.955,40.74582,1
18502856,20:27.0,8.5,2010-07-04 20:20:27 UTC,-73.9856,40.7628,-73.9693,40.7979,1
2357473,52:00.0,5,2013-10-20 00:52:00 UTC,-74.0054,40.73948,-74.0027,40.73358,1
186209,57:54.0,6.5,2010-01-14 07:57:54 UTC,-74.0081,40.73894,-73.9878,40.75277,1
12949450,04:25.0,7,2014-01-02 21:04:25 UTC,-73.9951,40.73213,-74.0084,40.73829,1
20235974,12:00.0,7.3,2009-08-07 23:12:00 UTC,-73.9997,40.73835,-73.9921,40.72537,2
313171,18:58.0,17.3,2011-05-01 02:18:58 UTC,-73.9876,40.75827,-74.0078,40.70518,1
26669127,53:00.0,12.1,2010-12-03 18:53:00 UTC,-73.9955,40.74931,-74.0069,40.70803,2
7183988,02:00.0,10.1,2011-12-09 11:02:00 UTC,-73.9867,40.73986,-74.0078,40.75004,1
23697690,11:00.0,19.5,2013-03-20 21:11:00 UTC,-73.989,40.73057,-73.9544,40.79987,1
44483601,27:52.0,5.7,2012-06-01 01:27:52 UTC,-74,40.72723,-73.9998,40.71927,1
31325554,56:49.0,12.9,2009-11-01 07:56:49 UTC,-74.0077,40.72585,-73.9781,40.75202,2
29035005,33:47.0,29.7,2009-10-31 02:33:47 UTC,-73.9823,40.76873,-73.9217,40.66004,1
33486739,09:00.0,5.3,2011-09-28 10:09:00 UTC,-73.9943,40.74094,-73.9842,40.7545,2
11925730,48:19.0,5.5,2014-06-06 10:48:19 UTC,-73.9733,40.75503,-73.979,40.74702,1
12993136,03:00.0,8.1,2011-09-03 01:03:00 UTC,-74.0024,40.7344,-74.0135,40.70707,1
25836171,50:37.0,9.3,2012-08-27 12:50:37 UTC,-73.9744,40.74405,-73.9799,40.76106,1
25180746,28:39.0,5,2013-07-12 21:28:39 UTC,-73.985,40.73231,-73.9754,40.7301,1
16402799,53:47.0,6.5,2013-12-24 17:53:47 UTC,-74.0013,40.76171,-73.988,40.75629,3
11461226,47:28.0,5.3,2010-10-23 20:47:28 UTC,-73.9919,40.75012,-73.988,40.73842,1
22318412,28:00.0,4.9,2010-04-27 21:28:00 UTC,0,0,0,0,5
14855774,58:08.0,5.5,2014-06-21 09:58:08 UTC,-73.9858,40.76288,-73.9797,40.77518,1
37468550,29:34.0,11,2013-09-07 19:29:34 UTC,-73.9697,40.75295,-73.9878,40.73758,3
54857539,36:36.0,21.5,2013-05-11 00:36:36 UTC,-73.9872,40.72923,-73.9114,40.77663,1
18139708,01:00.0,5.5,2012-12-16 11:01:00 UTC,-73.9711,40.75746,-73.9796,40.76267,2
40919692,39:45.0,6.1,2012-07-04 17:39:45 UTC,-73.9602,40.77315,-73.9763,40.75041,1
11216420,39:00.0,10,2013-01-06 10:39:00 UTC,-74.013,40.70643,-73.9946,40.71838,1
38984776,49:00.0,11.7,2012-04-25 20:49:00 UTC,-74.0304,40.80768,-74.0278,40.80681,1
29036403,42:34.0,10.1,2011-05-02 13:42:34 UTC,-73.9999,40.73838,-74.0058,40.70549,1
2819704,29:00.0,6.9,2009-08-15 23:29:00 UTC,-74.0042,40.72227,-73.9961,40.73934,5
4839563,49:00.0,7.5,2013-03-14 08:49:00 UTC,-74.006,40.717,-74.0109,40.70871,1
4272998,25:00.0,8.5,2014-02-06 19:25:00 UTC,-74.0027,40.73386,-73.9933,40.72245,1
51303339,27:07.0,6.5,2011-05-23 19:27:07 UTC,-73.9798,40.76513,-73.962,40.7677,1
44539125,39:00.0,9.3,2011-02-15 06:39:00 UTC,-73.9807,40.74471,-74.01,40.72093,1
43625101,04:01.0,13.5,2013-01-31 22:04:01 UTC,-73.9958,40.73291,-73.9828,40.776,1
43780847,58:00.0,5,2014-03-05 01:58:00 UTC,-74.0042,40.75197,-74.005,40.74148,1
20150348,56:59.0,14.5,2013-04-01 08:56:59 UTC,-73.9595,40.77414,-73.9926,40.74892,1
17693080,14:00.0,4.9,2011-01-10 10:14:00 UTC,-74.0027,40.76064,-74.0027,40.76064,2
41719139,44:06.0,4.9,2010-06-24 12:44:06 UTC,-73.9672,40.8021,-73.9674,40.79289,1
24248177,08:46.0,5.7,2010-05-12 15:08:46 UTC,-73.9768,40.75867,-73.9879,40.74931,1
20407719,32:58.0,3.7,2009-02-19 10:32:58 UTC,-74.0117,40.70466,-74.0058,40.71051,1
2431449,06:43.0,4.9,2009-05-22 13:06:43 UTC,-74.003,40.74924,-73.9894,40.75332,1
879366,32:00.0,4.1,2009-11-08 16:32:00 UTC,-73.9951,40.74482,-74.0028,40.74455,2
31267026,21:01.0,9.5,2012-09-14 08:21:01 UTC,-73.9755,40.74124,-73.9814,40.75914,1
8499221,58:00.0,12.5,2012-08-21 20:58:00 UTC,-74.0105,40.72093,-73.9576,40.71801,1
31627988,55:00.0,4.1,2010-10-12 16:55:00 UTC,-73.9775,40.74644,-73.9785,40.74966,1
54604045,28:00.0,7,2013-03-01 21:28:00 UTC,-74.0068,40.72962,-73.9963,40.7483,1
27195079,54:49.0,8.5,2013-03-23 12:54:49 UTC,-73.9851,40.72742,-73.9955,40.73567,2
30815654,10:56.0,6.9,2011-10-08 15:10:56 UTC,-73.9677,40.77179,-73.9768,40.75977,2
3203369,34:00.0,10.1,2012-01-10 11:34:00 UTC,-73.9653,40.76649,-73.9911,40.75105,2
36444218,09:00.0,8.1,2011-07-13 07:09:00 UTC,-73.9854,40.72356,-73.9791,40.75014,1
41565282,33:45.0,5.3,2012-08-18 18:33:45 UTC,-73.9943,40.72251,-73.9884,40.72346,1
35575575,13:23.0,8.5,2014-06-30 07:13:23 UTC,-73.9546,40.71955,-73.9493,40.72089,1
52094056,24:00.0,10,2013-03-18 14:24:00 UTC,-73.9875,40.74984,-73.9738,40.7503,1
51021598,22:11.0,10.5,2015-04-29 13:22:11 UTC,-73.9827,40.73787,-74.0063,40.72651,1
51006390,22:00.0,7.7,2009-06-19 14:22:00 UTC,-73.9826,40.76674,-73.9905,40.75146,2
5245799,37:00.0,6,2013-05-18 02:37:00 UTC,-74.0083,40.72593,-73.9998,40.72713,1
28827458,34:09.0,33.7,2011-03-31 17:34:09 UTC,-73.9657,40.79198,-73.9764,40.68622,1
33206004,01:00.0,4.5,2009-05-17 13:01:00 UTC,-73.9968,40.74758,-73.9966,40.7581,5
32719412,51:04.0,15.7,2011-11-30 13:51:04 UTC,-73.9973,40.75048,-73.955,40.77182,1
44451784,26:10.0,5.7,2009-12-01 15:26:10 UTC,-73.9643,40.75642,-73.9521,40.77329,1
47501661,07:00.0,6.9,2009-03-13 07:07:00 UTC,-73.9518,40.76917,-73.9692,40.75774,1
37758989,20:35.0,10,2014-01-10 06:20:35 UTC,-74.0004,40.7477,-73.9655,40.75939,1
29352112,54:49.0,16,2015-04-28 22:54:49 UTC,-73.9536,40.76711,-73.9055,40.74378,1
30223209,43:07.0,23.7,2010-02-24 12:43:07 UTC,-73.9627,40.80437,-74.0139,40.7024,3
1204312,18:02.0,25.7,2012-06-03 12:18:02 UTC,-73.8628,40.77091,-73.989,40.68878,1
2511529,54:45.0,8,2014-12-24 05:54:45 UTC,-73.9185,40.74333,-73.9467,40.74944,1
24116460,18:16.0,10.5,2010-01-18 02:18:16 UTC,-74.0057,40.74364,-74.0063,40.70833,2
42607669,58:37.0,5.5,2015-03-30 10:58:37 UTC,-74.0016,40.74094,-74.0057,40.75018,1
36533403,16:21.0,10,2015-03-09 16:16:21 UTC,-73.96,40.78062,-73.9718,40.76593,1
16368093,31:00.0,4.9,2012-08-26 14:31:00 UTC,-73.9819,40.77872,-73.9878,40.77116,3
43988293,13:00.0,18.1,2012-08-03 23:13:00 UTC,-73.9985,40.7471,-73.9679,40.69529,5
34411049,05:00.0,21.5,2013-08-10 03:05:00 UTC,-73.9753,40.7356,-73.974,40.79559,1
54724050,31:38.0,5.7,2010-02-08 22:31:38 UTC,-74.0025,40.7267,-73.994,40.74509,1
31052771,05:00.0,17,2014-05-30 16:05:00 UTC,-74.0134,40.71406,-73.9889,40.75853,3
19083998,42:26.0,16.5,2012-02-28 15:42:26 UTC,-73.875,40.77406,-73.8125,40.71321,1
26849882,21:30.0,6.9,2012-06-20 11:21:30 UTC,-73.9835,40.72628,-73.9826,40.73974,1
50524085,48:01.0,11,2014-09-23 07:48:01 UTC,-73.9894,40.7765,-73.9668,40.76988,1
46980382,12:47.0,9.7,2011-06-17 10:12:47 UTC,-73.9919,40.73117,-73.9923,40.74928,1
31987610,28:57.0,10,2015-05-27 12:28:57 UTC,-73.9586,40.76418,-73.96,40.77926,1
41190950,45:00.0,4.9,2011-01-17 11:45:00 UTC,-73.977,40.79583,-73.9891,40.7956,3
8069435,18:41.0,7.7,2009-08-13 20:18:41 UTC,-73.9924,40.7347,-73.9901,40.75664,1
50548438,52:53.0,7.7,2012-07-12 20:52:53 UTC,-73.9961,40.75846,-73.9998,40.75354,1
15947987,07:58.0,6.1,2010-09-11 08:07:58 UTC,-73.9557,40.76391,-73.9911,40.74245,1
